username,platform,comments_on_competitors,posts_engaged,source,profile
olya_rubanova,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/olya_rubanova/
mariatrima,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/mariatrima/
yoel65582,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/yoel65582/
berserker_sdmf_,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/berserker_sdmf_/
attiliofornacciari,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/attiliofornacciari/
foulonalexis,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/foulonalexis/
ranjeetkumar7171,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/ranjeetkumar7171/
liliane.simonettast,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/liliane.simonettast/
izik123401,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/izik123401/
mario.siciliano1962,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/mario.siciliano1962/
erick_is_awesome_14,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/erick_is_awesome_14/
rz_n_a3s,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/rz_n_a3s/
peyman1973_52,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/peyman1973_52/
ted409,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/ted409/
hallwanders,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/hallwanders/
aireveryneeds,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/aireveryneeds/
ciscobr,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/ciscobr/
a_g_tony35,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/a_g_tony35/
emad.mahdavifar,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/emad.mahdavifar/
adam_new87,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/adam_new87/
hollybarkerofficial,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/hollybarkerofficial/
daphnila,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/daphnila/
ariana,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/ariana/
anna.officcial,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/anna.officcial/
aroaceasinger,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/aroaceasinger/
jamesartissen,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/jamesartissen/
robbijan,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/robbijan/
hollyhawkinssmith,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/hollyhawkinssmith/
lenamauteofficial,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/lenamauteofficial/
kamiliahilal,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/kamiliahilal/
rimmeri,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/rimmeri/
mina_mendes,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/mina_mendes/
anastasiiarott,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/anastasiiarott/
anisa_mukaj,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/anisa_mukaj/
andres.bmg,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/andres.bmg/
onmarii099,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/onmarii099/
stephendewayne88,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/stephendewayne88/
tonythatflyguy,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/tonythatflyguy/
godmonarchemperor,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/godmonarchemperor/
davey.vnss,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/davey.vnss/
declankates,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/declankates/
clifton.hebert,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/clifton.hebert/
sages_stone,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/sages_stone/
xci.ev,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/xci.ev/
daniel_dano235679,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/daniel_dano235679/
andre.castro24,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/andre.castro24/
aye_moose,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/aye_moose/
jtre96,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/jtre96/
tobymparker653,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/tobymparker653/
the.family.mascot,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/the.family.mascot/
crimzon.si,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/crimzon.si/
1k.greg_,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/1k.greg_/
newell911,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/newell911/
emragram,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/emragram/
isaihsalas,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/isaihsalas/
chefwolf84,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/chefwolf84/
puggur666,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/puggur666/
mt_joe7,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/mt_joe7/
paulkaralias,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/paulkaralias/
vb.brock,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/vb.brock/
_._.trident._._,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/_._.trident._._/
hal.roach.1.0,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/hal.roach.1.0/
the_real_jcal,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/the_real_jcal/
marzjass,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/marzjass/
rizasalahudin,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/rizasalahudin/
sanaakofficial,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/sanaakofficial/
the_soufiya,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/the_soufiya/
tocestyle,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/tocestyle/
laurafeerraro,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/laurafeerraro/
pierre_abena,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/pierre_abena/
serr472aiw,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/serr472aiw/
melvinbenton1979,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/melvinbenton1979/
adelarantonioagliardi,Instagram,1,1,ig-competitor-comments,https://www.instagram.com/adelarantonioagliardi/
